ident,title,description,question,annotation_score,annotation_category
B0041HLT80,"Household Essentials 6-Shelf Hanging Closet Organizer with Plastic Shelves, Natural Canvas","Treat your sweaters to the fine life year round in this hanging Sweater Organizer from Household Essentials.  Made from smooth, sturdy canvas, this durable fabric breathes, keeping your clothing fresh in season and out.  With six shelves, each supported by plastic base, and an innovative hanging system, which can be used with any standard closet rod or wire shelving system, this unit is well equipped to handle a full wardrobe.  Pamper your sweaters and other garments: encase them in nature's fibers.  Let them breathe.   Item #311312",could it fit in a school locker,2,g
B004YTW484,Proctor-Silex 50124 10-Speed Blender,"Proctor Silex Blenders are made for consistently smooth results, with powerful ice-crushing capabilities and stainless steel blades for fast and effective blending every time. Mouthwatering fruit smoothies and delicious mixed drinks are simple to make, with easy push-button controls for added ease and convenience.",can you use it to blend hot gravy or soups?,-5,s
B0052WG37K,"InterDesign SinkWorks Contour Sink Saver, Graphite","SinkWorks accessories keep your sink area clean, intact, and ideal to scrub up after a meal. This sink mat gives your sink bottom a protective, grippy surface to eliminate scrapes on stainless steel and keep dishes from slipping and sliding around. Lays flat in large sink, but for smaller sinks, the corners curl up along the sides.",what are this sink saver's dimensions?,-5,g
B0045675KS,Espresso Kids Chair Seat Childrens Brown Leather - Like,Great for your formal living room where your child can have a spot just for them without it looking kiddy.,is this chair large enough for a 4 yr old,-5,s
B001A480Z2,"KEF KHT1005.2STGB Floor Stands for KEF KHT1005 Speakers (Pair, Black) (Discontinued by Manufacturer)",Imagine a matched pair of these slender architectural columns rising up from your carpet and dispersing pure sound evenly throughout your room. The look these KEF KHT1005.2STGB floor stands project is strikingly clean and uncluttered thanks to KEF's minimalist design. A second or third pair may be necessary for 5.1 or 7.1 systems.,can i use it with kht305 speakers?,4,s
B0052F5O54,Danby DCR122BLDD 4.3 Cu. Ft. Designer Compact Refrigerator - Black,"Danby&#xFFFD;s DCR122BLDD, 4.3 Cu. Ft. Designer Compact Refrigerator, in black, is a counter-high fridge that offers additional refrigeration in a compact space. With an independent freezer section, 2 full and 1 half selves and tall bottle space, there is a spot for virtually anything. The easy to use features such as, CanStor beverage dispenser, mechanical thermostat, and manual push button defrost are able to store your items at the perfect temperature. Energy Star rated, this compact refrigerator provides savings while offering large capacity, compact cold storage space.",what is the temperature range,3,s
B000BMZKL6,"Coaster Trestle Style Office Desk Table, Black Wood Finish","Trestle Style Black Finish Wood Office Desk Table. This is a brand new trestle style office desk in a black finish, features large working area and four open storage shelves below. Item is designed for convenient and useful in any home, office, apartment or dorm setting. Item may require simple assembly. Dimensions: 64""L x 30""W x 29""H",hi - how much is the space between the two inside legs which will help me decide the size of the chair that can fit in?,4,s
B001VNS822,"Sauder Harvest Mill Corner Entertainment Stand, Abbey Oak Finish","The Harvest Mill Corner Entertainment Center by Sauder has an Abbey Oak finish. It accommodates up to a 37"" TV weighing 95 lbs. or less. Storage area behind the corner entertainment stand doors has an adjustable shelf and holds 68 CDs or 52 DVDs. Two adjustable shelves hold audio/video equipment.",do side doors open?,4,s
B0055P70MQ,Technivorm Moccamaster KBG-741 Coffee Brewer Polished Silver,Auto-drip brew basket Rapid filtration time Illuminated on/off switch Brewing temperature is precisely controlled between 198 and 205 degrees F Two stage heating soleplate intelligently adjusts to volume. Sole plate shuts off automatically after 100 minutes Visible scale indicator tells you when brewer requires descaling. 5 year manufacturer's warranty,what is the manufacturers warranty on the kgb 741 model?,-5,s
B002RSO2PW,Rubbermaid 50-Piece Easy Find Lid Food Storage Set,Easy Find Lids 50 Piece Set Includes Lids and Containers Lids Snap to Base and Other Lid Lids Nest Inside Each Other Extra Clear Base to Easily See Contents One Lid Fits Multiple Containers,are the containers glass or plastic?,-5,s
B004BDP674,"Whitmor 6060-267 Supreme 5-Tier Shelves, Chrome","Expand the shelf space in your kitchen, laundry room, basement, bathroom, office or anywhere you need extra storage throughout the house with Whitmor&#x2019;s Chrome Supreme 5-Tier Shelving Unit. This durable shelf unit is constructed of heavy duty chromed steel featuring shelves that each has a 350 lb. capacity. The adjustable leveling feet add stability on any floor surface. Set up is easy with no tools required. Whitmor&#x2019;s Supreme shelves carry a 10 year limited warranty. Dimensions: 14&#x201D; x 36&#x201D; x 72&#x201D;",can you add casters?,3,s
B0056GNIJ8,"South Shore Willow Collection Full Mate's Bed, Havana",This Full Mate's Bed offers three practical drawers (on the same side) that can opened easily without the need for handles thanks to the cut-out bottom of drawer fronts. No boxspring required. Drawer interior dimensions: 22-1/2-inch wide by 17-1/4-inch front to back. Measures 76-1/4-inch wide by 56-inch deep by 13-3/4-inch high. It is delivered in one box measuring 82-1/2-inch by 21-1/2-inch by 7-1/2-inch and weighting 139-pound. Made of non-toxic recycled CARB2 compliant laminated particle panels. Complete assembly required by 2 adults. Tools are not included. 5-year limited warranty. Made in Canada.,how much weight can the full size bed hold?,2,g
B004ZD97FM,"Divatex Cordoba Microfiber Duvet Full/Queen Mini Set, Black/Ivory","Divatex Cordoba, reversible positive to negative, duvet mini sets in two fabulous fashion color stories, ivory/black and ivory/grey. These microfiber, soft comforter covers add a luxurious touch to any bed. The duvets and shams are machine washable and easy care. Each set comes with a duvet (comforter cover) and two pillow shams (one sham on twin). The twin set measures 66-inch by 86-inch, the full/queen 88-inch by 90-inch and the king 102-inch by 90-inch. The pair of pillow shams measures 20-inch by 26-inch each on twin and full/queen and 20-inch by 36-inch on the king.",is this a full/queen?,-5,s
B002ECEDUU,Anolon Advanced Hard Anodized Nonstick 1-Quart Open Saucepan with Pouring Spouts,This piece has two spouts seamlessly built-in to reduce spilling and dripping.,is there a compatible fitting glass lid that i can order?,-5,s
B0049B2R8O,KidKraft Personalized Martial Arts Belt Holder with Black Zen - Tyler,"The Martial Arts Belt Holder by KidKraft is a one-of-kind way to store martial arts belts. This unique holder is perfect for any enthusiast, young or old.",what does 'black zen' mean?,4,s
B001GLYCIS,Benriner Green Plastic Mandoline with Stainless Steel Blades,"Create perfectly sliced vegetables with this mandoline slicer from Benriner. The carriage frame is fabricated from white plastic while the three separate blades are made of stainless steel. With its stainless steel blade and durable plastic frame, the slicer is lightweight and easy to use. This Benriner mandoline slicer provides clean, sharp cuts to every vegetable and includes a finger guard for added safety.12"" L x 5-3/4"" W",does this come with the three attachment blades that do julienne cuts?,3,s
B000RPVKPC,Coaster 5pc Cappuccino Finish Counter Height Dining Table and 4 Barstools Set,"This lovely dining set will be a welcome addition to your casual contemporary home. The sleek square table has smooth edges and tapered square legs for a sophisticated style. The four matching counter height chairs feature high slatted backs and soft padded seats covered in durable deep mocha colored microfiber that will blend nicely with any decor. Place this table and chair set in your casual dining or entertaining space for an instant style update, creating a comfortable place for friends and family to gather. Comes dis-assembled, requires assembly before using. Style Casual",can this chair set hold a weight capacity of 300 pds or more?,4,s
B0052F01N4,Sowden Oskar Softbrew 2-Cup Coffee Jug with Scoop,"The Sowden Oskar Softbrew 2-Cup Coffee Jug in high-quality white porcelain contains a stainless steel microfilter that is easily removable- Also comes with a SoftBrew scoop. By using a back-to-basics old fashioned approach, using a jug and hot water, SoftBrew produces coffee as good as the beans it is brewed from containing the natural coffee flavour. Your coffee will be whatever strength you want without forcing, pressing, steaming or burning your beans. The finer the grind you use, the quicker and darker your coffee will brew. Enjoy.",does the top still fit if you remove the filter?,2,g
B002R6KPNM,Whitmor 6082-75 Natural Linen Soft Storage Jumbo Underbed Bag,"This convenient space-saving Natural Linen Jumbo Underbed Storage Bag by Whitmor is made from 100 percent natural linen fibers which are two to three times stronger than cotton. This breathable linen bag will keep the contents dust free and smelling fresh. The heavy-duty easy pull zipper makes it easy to access your extra blankets, linens, seasonal clothing or accessories. It tucks away under your bed for handy access. Measures: 18-Inch Length by 42-Inch Width by 6-Inch Height.",what are the dimensions of this storage bag?,2,g
B008JGYKW6,"Echo Odyssey Duvet Cover, Full/Queen, Multicolored","For a calm and casual bed set, Odyssey is a perfect fit. This Echo duvet cover is a neutral paisley print with brown and ivory tones throughout.",is it soft?,2,g
B002P4OS66,"Whitmor 6500-2712 Small Rattique Shelf Tote, Java","Whitmor's Rattique Small Shelf Totes offer a stylish way to organize almost any space in your home or office. These totes look like rattan, but are made of a durable easy to clean woven plastic.  The chromed metal frame has integrated handles for easy access and carrying.  Measures:  11.42&#x201D;L x 6.5&#x201D;W x 4.53&#x201D;H. Color: Java","if you have more than one basket, will they stack on top of, or nest into, each other?",2,g
B0058O8H30,Atlantic 38435720 Oskar 464 Media Wall Unit P2,"The Oskar 464 Media Wall Unit has a durable frame with high capacity to meet all storage needs. The wide base provides stability, and adjustable shelves offer better media organization.",what is the color called?,2,g
