ident,title,description,question,annotation_score,annotation_category
B000GWED7I,"Seville Classics Stainless Steel Professional Kitchen Cart Cutting Table, NSF Listed","This NSF certified Stainless Steel Professional Chef/Kitchen Table provides inspirational chef's with the work station they always wanted. Built from a sturdy stainless steel top and durable chrome plated steel, this mobile station can be easily rolled around the kitchen.",thank you to all responders...,0,N/A
B004MZXNGW,650682 120V UVMax E4 15 GPM Ultraviolet Light Water Disinfection System,"Owners of a TrojanUVMaxTM can drink with confidence knowing 99.99-Percent of illness-causing microorganisms, including E. coli, Cryptosporidium and Giardia are destroyed, supplying safe water to every tap. UV water purification is a natural process that adds no chemicals and does not affect the taste or odor of water. Other methods, such as those that use chlorine, may create harmful chemicals that have been linked with serious illnesses, such as cancer. Maintenance is simple and can be completed in minutes - without tools. It's as easy as replacing the UV lamp once a year and periodically cleaning the sleeve.","if i have a one bath home and want to be able to shower, do laundry and what not, is the 15 gpm big enough?",4,s
B0014VWAIE,Fox Run Adjustable Roasting Rack,Using a roasting rack is a healthy way to prepare roasts as it allows the fat to drip off the poultry and meat and rest under the rack. This rack adjusts to 7 positions in order to hold various sizes of roast and poultry.  The rack will hold up to 8-pounds.,what size is it length and width,-5,g
B0009SZZQW,Chrome Bottle Pourers Set of 6,"These bottle pourers are great for the pouring of both liquor bottles at your personal bar, or for use with oil and juice bottles in the kitchen.  Chrome finish and built-in breather tube for a professional look and functionality.  Set of 6 units.",would i be able to leave this on an open bottle for prolong periods of time without losing the hardness of the alcohol?,4,s
B008JVZIFY,"Better Houseware Small Sink Protector, Black","Black Small Sink Protector-protects sink, china, crystal Measures: 12-inch x 10-inch Protect your sink from scratches and glassware from nicks.",what size is it?,1,g
B0052N6TNW,Cosco Folding Wood Table Square with Wood Inlay,"Cosco brings quality to the table with genuine wood construction. The sleek, lowprofile designs coordinate beautifully with any dining room furniture, your guests won' t even know it' s folding furniture. The Cosco 32"" Square Wood Folding Table features a matching wood inlay. Made of a sturdy wood construction in a walnut finish.Dimensions:32"" wide x 29"" high x 32"" deep",size?,4,s
B0056JWC06,Mason Fruit Jar - Half Gallon Half Gallon,"This half gallon Mason Lidded Jar fits any of our lamp adapters, or can be displayed as a country style accent. With old lettering of Masons Pantented November 1851. This jar lends antique charm to any country home. Fill with potpourri for a fragrant touch. Glass and metal lid. 4.25"" W and 9"" H.",is this made in the usa?,4,s
B0013G3F1G,"Organized Living Kitchen Wrap Organizer, White","The Organized Living Kitchen Wrap Organizer is the perfect storage solution for your plastic wrap, food storage bags, tin foil, and wax paper. This Kitchen organizer fits easily on your cabinet or pantry shelf. It also looks great on a countertop or hagning on the back of a pantry door.",can anyone give me the exact dimensions of this organizer?,4,s
B0062IJ7RQ,Island Bamboo 10-1/4-Inch Triple Scoop Box,"You&#x2019;ll find a host of ways to use this beautiful bamboo box, sectioned with three compartments for storing everything from spices and teas to bath salts. A long-handled spoon is recessed inside. Beautifully crafted with checkerboard sides and a hinged top. Made of ultra strong, durable bamboo in a shade of honey that warms up your kitchen or bath. Fast-growing moso bamboo is naturally anti-microbial, mold and mildew resistant. It&#x2019;s a resource we can feel good about: it&#x2019;s not a food source for the giant panda and does not threaten their natural habitat.",how wide and tall is this salt box,4,s
B004PVK0PA,"Cooks Standard Ceiling Mount Wooden Pot Rack, Single Bar","What's in Box: Ceiling mount wooden Pot Rack length 36-inch single bar style, 4 Pan hooks and 2 Swivel Hooks, made of solid cast aluminum, also bracket is made of solid aluminum, which is very strong, Pot Rack provide modern style for your kitchen.",how do you mount the swivel hooks?,3,s
B004SIA168,InnerSpace Luxury Products Memory Foam Sofa Mattress FULL,"Designed for a sofabed, this mattress has a 4.5&#34; high density polyurethane faom core maximum support. The soy based high desnity fom will support and conform to your body. This mattress will fold into your sofa the same way as a coil mattress does but will return to its original shape. Guarenteed not to feel the metal bar!",does this offer includes the sofa + matress or is only the matress?,3,s
B000RH174E,"Divatex Home Fashions Royal Opulence Satin King Sheet Set, Black","Give in to an enchanted night's sleep with this luxurious set of satin sheets for California King beds in high-fashion black. This set includes a flat sheet, fitted sheet, and two King pillowcases. Smooth and silky with a lustrous sheen, these satin sheets are made of 100 percent woven polyester satin. The fitted sheets feature elastic corners for a secure fit and 14-inch pockets that can fit mattresses up to 17 inches deep. They're machine washable for easy care.",can anyone tell me if these fit an australian king size mattress ?,3,s
B000VW0W14,"Martex Super Soft Fleece Twin Blanket, Linen","The Super Soft Fleece Blanket offers the softest warmth of all in a good-looking blanket that?s also a breeze to launder and toss back on the bed. This is a perfect blanket for every bed ? master suite, kids? quarters and dorm rooms, too.",how many settings does this blanket have?,3,s
B0025TYOY2,"Home Styles 5537-12 Lafayette Entertainment TV Stand, Cherry Finish","The lafayette entertainment stand becomes an immediate asset in any room. The stand features a large open storage area with an adjustable shelf in middle and two cabinets, each with an adjustable shelf. The stand is manufactured from poplar hardwood solid and cheery veneer with a multi-step cherry finish including a clear coat finish to help guard against wear and tear from normal use. Wire management opening in back. Easy to assemble. Measures 56-inch width by 20-inch depth by 26-inch height.",does it require assembly?,-5,g
B00305H6UO,Nostalgia Electrics RSM702 Retro Series Single Snow Cone Maker,"The Nostalgia Electrics RSM702 Retro Series Single Snow Cone Maker creates refreshing snow cones at home anytime! Use ice cubes to make shaved ice then add your choice of flavored syrup and enjoy a cold, tasty treat that's fun for the whole family and a great relief from the summer sun. You can even make fruit slush drinks, yogurt snow and smoothies! Originally designed for kitchen use, this snow cone maker can also be used in a number of locations such as family and dorm rooms, offices and club houses.",how many cones does it have?,3,s
B003FVT36I,Hamilton Beach 50162Z Aguas Frescas 10 Speed Blender,"Equipped with 700-watt of power, this countertop blender works great for liquefying frozen fruit, whipping up creamy smoothies, making pureed soups, and more. Its revolutionary WaveAction blending system continuously forces the mixture down into stainless-steel ice-crushing blades for thorough blending from top to bottom--every time.",can it strain out blackberry seeds?,3,s
B001E9QYZG,Fox Run Silicone Baking Mat,The Fox Run Baking Mat is made from food-grade silicone and is reinforced with glass weave. The non-stick Baking Mat is designed for all oven types and provides even heat distribution to your baked goods. It features a handy measurement guide around the mat (inches and cm). This silicone baking mat is a perfect accessory for any baker. Non-stick finish cleans up easily. 16-1/2-Inch by 24-1/2-Inch.,is there silicon coating on both sides so it won't slip on the counter?,3,s
B005HGSPTA,"monbentoTM MB Original Bento Box, in Black","Monbento Original Bento Box - BLACKSleek and Stylish with a Matte finish and ""soft touch"" exterior - Monbento Bento Boxes make the perfect lunch box to carry your meal to work or for packing your children's school lunches!Features:Includes 2 containers and a removable separator to divide your bento box depending on your taste1 top lid, 2 containers, 2 intermediary container lids, 1 separatorAirtight for easy transport - elastic band includedDishwasher SafeMicrowave safe - open the silicone cap of the intermediary lid for ventingDimensions: 7.5""(h) x 3.5""(w) x 3.5""(h)Volume: 2 x 17 fl. oz = approx. 4 cups",how many compartments are there and how big?,2,g
B007GZC9FQ,Fox Run Set of 3 Icing Bottles,"Set of 3 squeeze bottles from Fox Run with tips and couplers. 2 small bottles each hold 1/4 cup (2 oz / 60 ml).  One large bottle holds 1-1/4 cup (10 oz / 300 ml).  Easy-to-squeeze bottles for dispensing icing, frosting and dessert sauces.   BPA-free and phthalate-free plastic.   Great for decorating cupcakes, cakes, cookies and ice cream. Round-opening squeeze tips for flowers, swirls or messages. Plastic bottles not microwave safe.",why can't i get this product delivered to my address in hallam australia?,1,g
B0000CFU6X,Nordic Ware Platinum Collection Pound Cake Pan,"Ideal for tube cakes, angel food and sponge cakes, this durable cast aluminum pan will provide superior baking performance. Baked goods will rise evenly, cook uniformly and have a delicious golden crust. Foods will release easily and clean up will be painless with the premium non-stick surface.  Proudly made in the USA by Nordic Ware",do oven temperatures need to be adjusted when using this pan?,3,s
B003TLO0O4,"Farberware Coriander Mirror 90-Piece Flatware Set, Service for 12 + 6-Piece Hostess Set","This elegant pattern is ideal for any table setting. Never needs polishing. Dishwasher safe. Service for 12 includes: 24 teaspoons and salad fors, 12 each: dinner fork, dinner knife, dinner spoon (2) serving spoons, and 1 each: serving fork, slotted spoon, butter knife and sugar shell. faberware License.","a couple reviews states that the spoons are large, are the dinner spoons the size of soup spoons and the teaspoons the normal size?",4,s
B007NWQ1U6,Flash Furniture XU-DGW0005LAD-NAT-BURV-GG Hercules Series Natural Wood Finished Ladder Back Wooden Restaurant Chair with Burgundy Vinyl Seat,"Provide your customers with the ultimate dining experience by offering great food, service and attractive furnishings. Wood Chairs can make a lasting impression when setting up seating from intimate to casual. The commercially constructed chair makes it ideal in Restaurants, Hotels and Lounges. To make your guests even more comfortable the seat is padded in a durable, easy to clean, vinyl upholstery. The solid beech hardwood construction makes this product very durable to provide years of use. With all of its attractive features this chair will provide the perfect complement to any commercial or residential setting. [XU-DGW0005LAD-NAT-BURV-GG].",doyou have the chair hercules series natural wood finished ladder in tan / caramel color insted of burgandy,4,s
